what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1263978409412
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1263978410553
closed,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1263978410553
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978410584
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978410615
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978410678
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978410725
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978410740
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978410756
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978410772
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978415334
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978418819
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1263978418850
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978422037
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978430100
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978433037
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978441834
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978444397
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978447475
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978447647
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1263978447803
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1263978448944
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978450975
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978452662
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263978454537
