what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1263984842453
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1263984844672
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984846813
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984846813
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984847172
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984847782
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1263984849328
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1263984849891
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1263984851672
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1263984853985
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984857125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984857141
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984857188
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984874735
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1263984878563
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1263984890469
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984928188
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984928188
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984928250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984988938
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1263985026016
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1263985026219
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1263985026813
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1263985027047
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1263985028313
