what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1263984714391
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1263984721750
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1263984727422
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1263984729032
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1263984741782
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1263984755938
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1263984757266
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.textEnd",1263984762688
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1263984764407
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1263984766141
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1263984768578
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1263984774625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1263984775391
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1263984776688
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1263984794703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984803157
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984803172
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984803235
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984805453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984831203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984837141
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984837250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984837250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984837297
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1263984838907
